Idc,Bz,V_bg,Vdc_adc,dBz,
nA,T,V,mV,T/min,
0.0000000E+0,1.4998100E-2,-5.0013800E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4953100E-2,-5.0013800E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4908500E-2,-5.0014000E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4852700E-2,-5.0013700E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4804400E-2,-5.0013700E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4755800E-2,-5.0013900E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4702500E-2,-5.0013600E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4655200E-2,-5.0013700E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4611100E-2,-5.0013700E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4559300E-2,-5.0013600E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4514700E-2,-5.0013500E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4460000E-2,-5.0013700E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4408600E-2,-5.0014000E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4362000E-2,-5.0013900E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4306000E-2,-5.0013500E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4262600E-2,-5.0013700E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4206700E-2,-5.0013900E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4151300E-2,-5.0013600E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4105900E-2,-5.0013700E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4059800E-2,-5.0013800E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.4009200E-2,-5.0013600E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.3955000E-2,-5.0013600E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.3904200E-2,-5.0013700E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.3852600E-2,-5.0013900E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.3808900E-2,-5.0013700E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.3754000E-2,-5.0013600E+1,6.4970310E-2,1.9800000E-2
0.0000000E+0,1.3702800E-2,-5.0013800E+1,6.4970310E-2,1.9800000E-2
