Idc,Bz,Vdc_adc,Prf,fg,FBP,V_bg,dBz,
nA,T,mV,mV,GHz,GHz,V,T/min,
0.0000000E+0,-9.0000000E-7,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999800E+1,1.9800000E-2
0.0000000E+0,-4.3400000E-5,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999800E+1,1.9800000E-2
0.0000000E+0,-9.7500000E-5,6.2960850E-2,2.5089095E-4,2.0000000E+0,2.0000000E+0,5.0000000E+1,1.9800000E-2
0.0000000E+0,-1.4210000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999900E+1,1.9800000E-2
0.0000000E+0,-1.9440000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,5.0000100E+1,1.9800000E-2
0.0000000E+0,-2.4780000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999600E+1,1.9800000E-2
0.0000000E+0,-2.9270000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999900E+1,1.9800000E-2
0.0000000E+0,-3.4700000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999600E+1,1.9800000E-2
0.0000000E+0,-3.9200000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999500E+1,1.9800000E-2
0.0000000E+0,-4.4460000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999500E+1,1.9800000E-2
0.0000000E+0,-4.9800000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999300E+1,1.9800000E-2
0.0000000E+0,-5.3960000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999700E+1,1.9800000E-2
0.0000000E+0,-5.9060000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999600E+1,1.9800000E-2
0.0000000E+0,-6.4620000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,5.0000100E+1,1.9800000E-2
0.0000000E+0,-6.9940000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999900E+1,1.9800000E-2
0.0000000E+0,-7.4530000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999900E+1,1.9800000E-2
0.0000000E+0,-7.9200000E-4,6.2960850E-2,2.4801903E-4,2.0000000E+0,2.0000000E+0,4.9999500E+1,1.9800000E-2
